,P32,Sanur Beach,"Sanur is known for being one of the most family friendly areas of Bali Indonesia. Calm sea waves and shallow water make Sanur beach ideal for children to swim. Meanwhile, Families will love the laid back atmosphere and chill restaurants at Sanur Beach, and the sunrise views here are some of the best you can find anywhere in Bali. Every morning starting at 05:30 am, many visitors arrive and wait to see the beauty of the sunrise.

There are many choices of Bali water sports activities suitable for beginners. If you are a beginner in Bali water sports games, you can snorkel, ride a jet ski, parasailing, ride a banana boat, or try a seawalker/marine walk activity. The price is around Rp 250.000 - Rp 850.000. If you’re looking for what to do in Sanur Beach, the boardwalk is a great place to start! The whole public beach area is free to enter, and sunbeds or bicycles can usually be rented for 25k Rupiah (~$2) per day. The best place to rent bicycles is at Warung Sports in Jalan Pantai Sindhu, otherwise you can find other places to rent them along the Sanur boardwalk.

There are usually batches of baby sea turtles released somewhere on Sanur Beach at least once or twice a month. Turtle releases are more common during the mid summer months (June through August), but they can happen at any time of year.

This seaside town on the southeast coast of Bali was one of the original birthplaces of Bali’s tourism, and it’s still popular for its nice hotels, shopping, breakfast, massages, and easy access to the Nusa islands. It is well known as a fast boat port to Nusa Lembongan and Nusa Penida Island from Bali. Therefore, if you want to visit Nusa Penida island or Nusa Lembongan island, the best place to get a fast boat is at Sanur beach or another name is Pantai Matahari Terbit, aka a sunrise beach.

Whether you are seeking a peaceful refuge or a hint of the local culture, this is one of the best places to visit in Bali in October. The major highlight of this place is Le Mayeur Museum.",-8.674529,115.264300,
,P33,Le Mayeur Museum,"Le Mayeur Museum is a memorial museum showcasing the artworks and personal history of painter Adrien-Jean Le Mayeur de Merpres, a Brussels-born artist. This museum easily found, located right on the beachfront in Sanur. The compound features of structures in Balinese architecture that houses well over eighty artworks categorised into five different collections based on the mediums that Le Mayeur used, such as hardboard, plywood, canvas and paper. Most of the paintings in his collection feature bare-breasted women and not all were the results of inspiration in Bali, as he had travelled the world before calling the island his home. Most of his life, he travelled the world including Europe, Africa, India, Italy and France.

Le Mayeur arrived in Bali in 1932 and was impressed by the shores of Sanur. His wife and muse was a Legong dancer named Ni Pollok. They married after three years of their first meeting, and Le Mayeur built the house on the shoreline when Sanur was a mere quiet fishing village. One of the structures in the gardens is a meeting pavilion where Le Mayeur used to receive his guests and potential buyers of his art pieces.Before deciding to spend his life in Bali, the artist had already travelled around the world. Most of his world travels included Europe, Africa, India, Italy and France. His masterpieces often depict bare-breasted women in his impressionistic 'dob' style of painting. His technique was considered unorthodox, albeit in a brilliant way.

Le Mayeur utilised thick and rather stiff brushes to create sharp yet fluent strokes, which were later elaborated on by Antonio Blanco, another influential painter in Bali. Le Mayeur passed away on 31st May 1958. The loving couple left no children but the well-crafted mansion serves as a memorial and gallery showcasing his works. ",-8.674789,115.262610,
,P34,Mertasari Beach,"Mertasari enjoys rather strong winds year-round, making it a popular spot for windsurfers and kite surfers. Its vast flat field serves as a take-off and landing spot for paramotoring and paragliding. Some areas along the beach are protected by artificial wave breakers. Swimming isn’t ideal, but you can enjoy ocean kayaking if you’re not a fan of extreme water sports.

This area features many close by restaurants, bars, shops and the Sindhu Beach Market is just a stroll away. The dining scene in Mertasari ranges from resort-owned restaurants to local vendors selling cheap refreshments and snacks near the shoreline. Mertasari Beach is close to Sanur’s historical landmarks, including the Bali Museum, Jagatnatha Temple, Werdhi Budaya Art Centre, and the Bajra Sandhi Monument.

To enter the Mertasari Beach area, you only need to pay a parking ticket, which is Rp. 2,000 for two-wheeled vehicles and Rp. 5,000 for four-wheeled vehicles.",-8.712437,115.251110,
,P35,Dream Island Bali ,"Play at Mertasari Beach is now even more exciting and fun, after the existence of a play area called Mertasari Dream Island Inspiration Park.

The location of the Dream Island recreational park is located on Pengembak Beach, but access to the beachside park is from Mertasari beach.

Dream Islands tourist park offers a place to relax by the beach, there are swings in the middle of the beach, pavilions, spas, restaurants, children's playgrounds, camel rides, horse rides and bicycle rides.

But what needs to be noticed, you have to be patient enough if you want to pose on this Dream Island swing. Especially if it’s crowded. You also have to be patient to queue until you get your turn. The atmosphere will also be very crowded when you come to Dream Island at the time of sunset. The atmosphere of the sunset combined with the swing by the beach, indeed bewitching the attention of many tourists to come to this place.

There is also a unique Dream Island inn. Each unit consists of one room with a bale-bale below. This bungalow unit is in the form of a stilt house with environmentally friendly materials. With lots of glass on the walls and a thatched roof. Even if you don't stay overnight, you can take pictures.",-8.712157,115.247186,
,P36,Serangan Island,"Serangan Island is often called Bali’s ‘turtle island’, due to it once being a frequent nesting ground for green sea turtles. This has changed drastically with rapid development, though you can still find turtles kept and bred at a local conservation site. The consumption of turtle meat, as well as the use of sea turtles in temple ceremonies and rituals, are now a tale of the past.The Turtle Conservation and Education Centre has turtle breeding pens with various species of sea turtles.

Serangan is also famous for its water sports, especially surfing and windsurfing on its eastern side. Sakenan Temple on its western shore is a significant site where thousands attend temple festivities over multiple days twice a year, coinciding with the Kuningan day celebrations.

There’s also the Shark Island conservation project that provides safe swimming experiences with whitetip and blacktip reef sharks. Its base is on Jalan Tukad Punggawa while its 10x10-metre offshore pontoon serves as the main shark nursery and houses a dozen rescued blacktip pups and larger whitetip sharks

The island's population is mostly involved in the fishing industry. A Bugis Muslim community lives harmoniously alongside predominantly Hindu residents. On its northern shore, many locally made fishing boats are moored by the village.

Serangan is also home to Sakenan Temple, which you can find on the island’s westernmost edge. Reclamation projects in the 90s led to a drastic change of the natural landscape and the temple pilgrims’ ways. Once a separate landmass only reachable by traditional wooden boats, the island is now effortlessly accessible via a 110-metre bridge.

And if you are hungry, you don't need to worry, because here you can find processed seafood dishes that will whet your appetite, such as clams, grilled fish, squid, prawns. And what you have to try is the fresh seaweed urap, definitely unique and easy to find along the road to the Indigenous village.",-8.736975,115.225035,
,P37,Lumintang Park,"Lumintang park build in two sections the south at the busy road of jalan subroto, and the north have more facilietis threes and places to eat but both are pretty grassy, aswell a temple in southeast of the park, and Jogging routes a lot of active athletes through the park on daily bases. 

By night the park getting a different look with hanging lights in threes and a colorful fountain in the middle, cool to do some pictures in the night. Citizens can enjoy the beauty of the dancing fountain at Lumintang City Park on the weekend from 19:00 to 21:00 WITA. In addition to the dancing, this fountain can also sing. 
",,,
,P38,Art Market Kumbasari,,,,
,P39,Cultural Village Kertalangu,,,,
,P40,Tanah Lot,,,,
,P41,Interactive Art Museum Bali,,,,
,P42,Fingerprint Painting Museum,,,,
,P43,Big Garden Corner,,,,
,P44,Taman Festival,,,,
,P45,Pantai Seminyak,"Seminyak Beach (some people call it Dhyanapura Beach) is located in the Seminyak Village area, Kuta District, Badung Regency. This beach has very soft and sloping sand. Near this beach there are many restaurants, hotels and villas, so that many foreign tourists and local tourists come. This beach is located north of Kuta beach. The atmosphere is almost the same as Kuta beach, but because the location is a bit far from the bustling center of Kuta, visitors to Legian and Seminyak beaches are not as many as Kuta beach.

",-8.692000,115.157900,
,P46,Pura Petitenget,"Petitenget Temple is one of the oldest temples on the island of Bali. Petitenget Temple is located in Banjar Batu Belig, Kerobokan Kelod Village, Utara Kuta District, Badung Regency, Bali. The temple is located on the beach of Petitenget, which is usually golden white in color. Nyabran Buddha Cemeng Merakih at Pura Petitenget was held for his marriage. A lot of tourists who go to this temple, they are going to get a car when the piodalan is done. In this way, there is a sacred dance that is known as the Télék Dance, which is a symbol of the happiness of the world.",-8.681800,115.152300,
,P47,Nyaman Art Gallery,"Nyaman Gallery is a pioneer international contemporary art gallery in Bali, located in the heart of Seminyak. The word “nyaman” means cozy or comfortable in the Indonesian language
It defines the philosophy of the gallery: we aim to provide our guests a space reflecting the ease and welcoming atmosphere of Bali, in which they can interact and enjoy our unique art collection.
Nyaman Gallery represents Bali-based emerging local artists, as well as established international artists, who pour their signature viewpoints and personal messages into the works they create for the world.  Through our collection of artworks, Nyaman Gallery brings together an eclectic mix of art styles; from the rebellious, tongue-in-cheek street art of Canggu, to bold mixed media collages that breathe modernity to the traditional, to contemporary surrealism filled to the brim with endless wonder. All curated with love.
We understand that patience and dedication are essential in nurturing creative growth. Compounded with our appreciation for the artist’s final work, we also revel in the joy of discovering the hidden gems concealed within an artistic mind. Carrying this into the consciousness of our gallery, we sustain exclusive, familial, and long-term relationships with the artists we feature.
Nyaman Gallery is where the modern compliments the traditional – the East engages the West. We present a fine assemblage of artworks featuring various techniques, aesthetic, and emotions; from paintings, photography, to traditional arts meticulously handmade by Indonesian artisans inspired by archaic designs. Through our fine selection of traditional headdresses, ornately carved decorations, beautiful wooden hair combs, and many more, our guests can bring a little part of Indonesia home with them.",-8.683859,115.166634,
,P48,La Favela Bali,"Completely crazy and totally magical, La Favela drew its original concept and vintage design, intimate cosy heavily decorated corners, and Graffiti and stencil art adorned walls from around the globe! Inspired by the jungles of Bali and Indonesia, the favela’s of Rio to the underground bars and clubs of London and New York through the early 90’s, La Favela was designed to captivate.",-8.683721,115.162840,
,P49,The Flea Market Seminyak,"A flea market (or swap meet) is a type of street market that provides space for vendors to sell previously owned (second-hand) goods. This type of market is often seasonal. However, in recent years there has been the development of 'formal' and 'casual' markets which divides a fixed-style market (formal) with long-term leases and a seasonal-style market with short-term leases. Consistently, there tends to be an emphasis on sustainable consumption whereby items such as used goods, collectibles, antiques and vintage clothing can be purchased, in an effort to combat climate change and fast fashion.Flea market vending is distinguished from street vending in that the market alone, and not any other public attraction, brings in buyers. There are a variety of vendors: some part-time who consider their work at flea markets a hobby due to their possession of an alternative job; full-time vendors who dedicate all their time to their stalls and collection of merchandise and rely solely on the profits made at the market. Vendors require skill in following retro and vintage trends, as well as selecting merchandise which connects with the culture and identity of their customers.",-8.685718,115.156140,
,P50,Seminyak Square,"Seminyak Square is a restaurants and shopping arcade which is located at the main district and the heart of Seminyak, Jl. Laksamana Oberoi/ Kayu Aya, Bali. It is build in a construction on 7000m2 lot and directly managed by PT. Seminyak Square.Seminyak Square is the only commercial area which is equipped with many restaurants, branded shopping center and also our latest addition Seminyak Square Hotel. We have two long corridors on the first and second floor and wide garden with free benches and tables which create a comfort atmosphere. We have tenants with a good reputation and exclusively selected ones.",-8.683623,115.157181,
,P51,Biasa ArtSpace Seminyak,"The gallery has a line-up of rotating exhibitions in a variety of art forms, from painting and photography to sculpture and installation art. The upper floor houses a mini library and a restoration studio.",-8.692640,115.168157,
,P52,Pantai Canggu,"The uniqueness of Canggu Beach is the expanse of rice fields across the beach.
Canggu Beach has quite high waves, so it has become a destination for local and foreign surfers who want to try the waves on Canggu Beach.
This beach is in line with Batu Mejan Beach or Echo Beach.
Because this beach has overflowing waves and good waves, this beach has become famous as a ""town"" of surfers from all over the world.",-8.660988,115.132120,
,P53,Pantai Berawa,"The attraction of a vacation to Berawa beach is seeing Bali water sports activities such as surfing and kite surfing. Because the beach currents are very strong and the waves are high, making Berawa Bali beach more suitable for those of you who like surfing. In addition, it is suitable for those of you who want to try kite surfing / kite boarding water rides.
When you have a vacation to Berawa beach Bali, you will see black sand, big waves and views of the Indian Ocean. In the afternoon, the view of the sunset on Berawa beach is very beautiful. In addition, there are many beach chairs lined up on the beach which are used by tourists for sunbathing. There are more sunbeds on the south side of Berawa beach.",-8.663099,115.135634,
,P54,Pantai Double Six,"One of the attractions of Double Six Beach that makes it different from other beaches is the view of several colorful bean bags on the beach. Bean bags are pillow chairs that are used for tourists to sit back while enjoying the beach atmosphere. In front of him there is a small table to put food and drinks served.
Some of the bean bags are covered with bright Balinese umbrellas. Bean bags and bright colorful umbrellas belong to several cafes scattered along the beach. At night, the umbrellas will light up brightly with the lights attached to the umbrellas.",-8.663099,115.135634,
,P55,Dream Island Bali - Pantai Mertasari,"The latest tourist attraction that is now being hit and popular in the Denpasar city area is Taman Inspirasi – Dream Island located in the Mertasari beach area, Sanur. Indeed, enjoying various attractions on the island of the Gods Bali, it will not be separated from the beautiful nature of the beach, as is the case with the tourist attraction of Mertasari Sanur beach which is an attractive recreational destination for city residents.

Address Taman Inspirasi – Dream Island is located in the village of Pakraman Intaran, Sanur, East Denpasar District, this area presents beautiful and interesting natural beach scenery. This beach natural tourist attraction is located in the Denpasar tourism area and can be your next recreation and tour destination.
",-8.712437,115.251110,
,P56,Pantai Sanur,"Sanur Beach is a beach known as Sunrise or sunrise. Why is that? Because in the morning, the eyes can freely see the process of waking up the Sun on this beach.

The attraction of this beach tourist attraction is the putin and clean beach, as well as the calm sea waves, so tourists can do diving and snorkeling, not for surfing like in Kuta Beach Bali.",-8.674529,115.264300,
,P57,Museum Le Mayeur,"Le Mayeur Museum is a museum located in Sanur, Bali. The museum is named after Belgian painter, Adrien-Jean Le Mayeur, who lived in Bali from 1932 until his death in 1958. Le Mayeur Museum displays a collection of paintings and art objects by Le Mayeur as well as other Balinese art.

The Le Mayeur Museum was established in the former home of Le Mayeur and Ni Polok. The house is also a beautiful work of art with traditional Balinese architecture. In addition to paintings, the museum also displays Le Mayeur's personal belongings, such as household furniture, jewelry, and clothing.",-8.674789,115.262610,
,P58,Pura Blanjong,"A Dutch ship was stranded on the coast of Sanur. By local residents, the stranding of this ship was remembered by building a holy place called Pura Blanjong.

The inscription with a height of 195 cm and a diameter of 60 cm tells the story of Sri Kesari Warmadewa's expansion to the Desert and Suwal, a Blanjong site which was once a port area. It is said that the Dutch ship stranded on the coast of Sanur became a form of Sri Kesari Warmadewa's victory monument. This monument is cylindrical in shape using Old Balinese language written in Pre-Negari letters and Sanskrit written in Kawi letters.",-8.705909,115.254140,
,P59,Pantai Sindhu,"Vacation to Bali for lovers of natural beach tourism, then many beautiful coastal offers that present a variety of uniqueness and worth enjoying. One of the coastal natural recreation places that you need to visit is the Sindhu beach tourist attraction located in Sanur sub-district, Denpasar Bali.

The natural charm offered by Sindhu beach makes it one of the tourist attractions in the Denpasar region that is quite popular for city residents. So that this Sindhu beach tourist attraction is no stranger to Denpasar residents or tourists who stay at the beachfront hotel.",-8.684444,115.264453,
,P60,Turtle Conservation and Education Center (TCEC),"The Turtle Conservation and Education Centre is a rescue centre and hatchery to support to rehabilitation and release of turtles in Bali.

The Turtle Conservation and Education Centre was opened in 2006 and has since harnessed the power of tourism to raise funds to continue their conservation efforts and tourism. One of the aims of the centre is to educate visitors about how they can help the effort by not consuming turtle products.",-8.724084,115.238081,
,P61,Pantai Virgin Beach,"Virgin Beach has several names. Foreign tourists usually call it as Virgin Beach because the beach is far from the crowds and still natural. While other foreign tourists call this beach as White Sand Beach because only this beach around Karangasem city has white sand. Although the actual color of the beach sand is not whiter than Padang Padang Beach or Pandawa Beach. The white sand on this beach depends on the volcanic content of Mount Agung. Yes, Virgin Beach is only about 33 km from Mount Agung. If you drive, it will take around one and a half hours to get here.",-8.497855,115.610862,
,P62,Tirta Gangga,"Tirta Gangga Bali is a water park relics of the Kingdom of Karangasem and was built by the King of Karangasem in 1946. The name of the tirta ganga park has a meaning of holy water from the Indian Ganges river. 

The main highlights in Tirta Gangga Bali are a garden, water pool and also statues. This park has an area of about 1.2 hectares, extending from east to west. In Tirta Gangga there are also three levels of buildings. 

The first building or the tallest building has a spring under the banyan tree. The second building you can find a swimming pool, and the third building at the bottom there is a fountain and a water pool. ",-8.412192,115.586957,
,P63,Pura Lempuyang Luhur,"One of the tourist attractions in Bali, and also a sacred place for Hindus, the temple is located in the eastern part of the island of the gods precisely in Karangasem Regency. With a stunning panoramic background of Mount Agung, besides being a holy place, Sad Kahyangan Lempuyang Luhur Temple has its own uniqueness such as natural purity, especially the forest area suitable to be the lungs of the Island of the Gods. Tourists who like trekking, traveling to Pura Luhur will provide sensations and experiences beautiful, unique and challenging there are several climbing paths to the top, if you want easier, it has been provided on the main route with stepped stairs, commonly also used by Hindus as a prayer path.",-8.391303,115.639832,
,P64,Pantai Jasri,"Jasri Beach offers the natural beauty of the beach and natural panorama that attracts visitors, both local and foreign tourists. Visitors can relax or enjoy the waters on this beach.

Jasri Beach may not be as popular as Sanur Beach or Kuta, but Jasri Beach is no less beautiful. The beach that was once used for the filming of the film Eat, Pray, Love with star Julia Roberts is a beach with black sand.
",-8.477479,115.622847,
,P65,Pantai Candidasa,"Candidasa Beach with various supporting attractions really spoil tourists who visit, in addition to the beach in the Candidasa area is also famous for the temple which is located opposite the pond with hundreds of lotus flowers that are very beautiful if blooming together. The temple located at an altitude also offers a beautiful view from the top of the hill.

In addition, Candidasa Beach which is located close to the old village, namely Tenangan Village, makes Candidasa a very complete rest area, offers beautiful scenery, adjacent to the traditional village of Karangasem and close to the city of Amlapura. Candidasa Beach also offers views of small plains in the middle of the hill-shaped sea named Gili Biaha, Gili Tepekong, Gili Mempang and Gili Biaha.",-8.508535,115.564070,
,P66,Monkey Forest Ubud,"The attraction of Ubud monkey forest as a vacation spot, lies in a protected forest that is still beautiful and in the forest there are many monkeys. Inside the forest area there is also a Hindu temple named Pura Dalem Agung Padangtegal Ubud.

The monkeys here are tame. However, that does not mean they never disturb visitors. There are some customs and prohibitions when you have to obey when entering this forest area.",-8.518870,115.257944,
,P67,Pura Taman Saraswati,"This Hindu temple is devoted as a place to worship Goddess Saraswati. This place had become a hunt for Instagramers because there was a lotus full of koman surrounding this temple.

The blooming lotus turns this temple into a beautiful and magnificent instagenic photo spot.

In addition to the lotus pond, this temple also has a Balinese dance performance stage that routinely performs Kecak dance. This temple itself is located at Jalan Kajeng, Ubud, Bali.",-8.506009,115.261195,
,P68,Museum ARMA,"Agung Rai Museum of Art or Agung Rai Museum of Art (ARMA) is one of the fine art museums in Bali that stores various collections of paintings from well-known painters both from within the country and abroad.

ARMA is not just a museum, as it is a center for visualization and performing arts, and provides opportunities for visitors, and provides opportunities for visitors to enjoy permanent and temporary exhibitions of works by various artists, theatrical performances, dance, music, and painting classes, bookstores, reading rooms, libraries, cultural workshops, training programs and seminars.",-8.524069,115.265398,
,P69, Museum Neka Ubud,"Museum Neka Ubud Bali, opened in 1982, precisely on July 7, 1982. The name Museum comes from the name of a teacher, founder and owner of the museum, who has a penchant for collecting paintings. The teacher's name is Suteja Neka.

Neka Ubud Bali museum building, has typical Balinese architecture with International museum standards. In addition to the Neka museum building is very well maintained, the way to display the results of painting in the Neka museum is very organized.
",-8.492715,115.253772,
,P70,Goa Gajah,"Goa Gajah is an affirmation of the charm of Bali not just about the beauty of the beach. All kinds of tourist themes are presented on the Island of the Gods.

Goa Gajah is an artificial cave that now functions as a historical tourist spot in Bali, as well as a place of worship, as well as a sacred place in Gianyar, Bali.

Currently, Goa Gajah Gianyar, Bali, has the status of UNESCO as a world heritage site that must be protected. But its status is still tentative, in other words it still awaits certainty from UNESCO",-8.523438,115.287157,
,P71,Istana Kerajaan Ubud,"Ubud Palace is often referred to as Puri Saren Agung. The palace is located in Gianyar, Bali, Indonesia. This tourist area is one of the tourist attractions that people often hunt because of its very interesting charm. This Puri Sajen Agung tourist area always presents a very interesting cultural scenery, especially in the Gianyar location.

Ubud Palace is one of the tourist attractions in Bali that is very suitable to fill a long vacation. Local, domestic, and foreign tourists can enjoy the beauty of Ubud Palace. In this palace, tourists can also see the Royal Great Balinese Dance and taste dinner at King's Palace which will be an experience in itself.",-8.506594,115.262863,
,P72,Ubud Art Market,"Ubud Art Market is one of the must go to in Ubud. Exploring Ubud seems to be incomplete without coming back with goods from this market. The kinds of goods available here are unique and bursting with Balinese style. The fuse of traders talking in a foreign language Bahasa Indonesia and the scent of prayer incense making the market even more stunning.

Located in the main area, Ubud street, travelers can easily spot the market across the Ubud Palace. The market is separated into two parts, the west, and the east area. In the west part of the market, tourists could find artwork, merchandise. Meanwhile, the east part of the market is the wet market area.",-8.507929,115.264529,
,P73,The Blanco Renaissance Museum,"Bali has a variety of interesting destinations to visit and this museum is a must-visit destination for art lovers. The Blanco Renaissance Museum is one of the interesting attractions located in Ubud. Located in a hilly area, this museum also offers amazing views. Discover the best paintings of Blanco in this museum that has flamboyant decorations. Its luxurious architectural design is a fusion of Spanish and Indonesian culture, making this place more than just a museum.",-8.505594,115.254361,
,P74,Arung Jeram Sungai Ayung,"Ayung River is the widest and longest river in Bali. Located in Kedewatan Ubud, this river stretches along 75 km from the northern area of the mountain to descend to the Badung strait in Sanur. According to the International River Difficulty Scale there are six difficulty levels for rafting. Level I and II in the Ayung River during the dry season, meaning that the water is quite heavy, rocky, there is a little descent, but it is still fairly safe. Rowing skills that are considered beginners are suitable for playing in the dry season. Unlike during the rainy season, the Ayung River enters level IV where the current will enlarge and require more reliable rowing ability.",-8.510775,115.268574,
,P75,Museum dan Galeri Seni Rudana Ubud,"Rudana Museum is a museum that was conceptualized, built and developed with a comprehensive paradigm. By occupying the building that was specially designed as a museum, Museum Rudana incorporates the profane philosophy (holy), where each building in this Museum carries symbols of human devotion to God the mighty Creator.
",-8.530354,115.271487,
,P76,Pura Gunung Lebah,"Gunung Lebah Temple which is located on the banks of the Campuhan river or at the confluence of two rivers namely Oos and Cerik, adjacent to the Campuhan road bridge, is a Kahyangan Jagat temple, as a place of worship by all Hindus, not by certain groups or Ubud people only. This temple stands majestically, the meru building looks towering, various Balinese art ornaments with high artistic value you can see here, located right behind the Ibah hotel, access from the Ubud-Campuhan highway is very easy.
",-8.503795,115.254596,
,P77,Pura Kehen,"Pura Kehen is a Balinese Hindu temple which is also called pura Hyang Api (god of fire) which in Balinese kehen means fire, has many uniqueness. In addition to its strategic location, the entrance of the temple does not use Bentar Temple like Kahyangan Jagat temple in general. The entrance of Kehen temple looks slightly different as follows; Using Candi Kurung. In addition, the presence of Bale Kulkul on the trunk of the banyan tree also gives another color to Kehen Temple which is one of Bangli's leading tourist attractions.",-8.441889,115.360121,
,P78,Istana Tampak Siring,"Istana Tampak Siring is one of seven state palaces owned by Indonesia. Unlike other palaces located in big cities, Istana Tampak Siring is located secluded on the island of Bali.
Interestingly, Istana Tampak Siring is the only state palace built after Indonesia became independent, not when Indonesia was still under colonialism. The state palace itself serves as a place to perform state duties by the president.
",-8.415797,115.314435,
,P79,Reptile Park,"Bali Reptile Park has known as the first and the only reptile park in Bali. As the most complete reptiles collection in Indonesian. Designed in a wildwood environment and an open space concept, guests will enjoy the serene environment and shady atmosphere. Bali Reptile Park offers visitors from around the world a different experience, get inspired by the beauty of our reptiles and to educate by our zookeeper.

Established since 1996, Bali Reptile Park is not only showing various reptiles in the exhibit but also committed to evolving in reptile conservation, reptile rescue and contribute to spread the awareness and to educate about reptiles. Bali Reptile Park has rejuvenated into an interactive and educational yet pleasant reptile park to visit. Guests can bring these memorable experiences about reptiles and wildlife conservation to their homes.",-8.599717,115.251791,
,P80,Bird Park,"Bali Bird Park has been present since more than 20 years ago, which is around 1995. Quoted from Holli Hollitzer's writing in Resourceful Indonesian, this bird park was founded by a German entrepreneur living in Bali, Edi Swoboda.

At Bali Bird Park, you can feel the sensation of walking among birds from Sumatra, Kalimantan, Java, Bali, Papua, South America to South Africa. You will witness 250 species of birds that live according to their habitat, where they feed and breed.
",-8.599940,115.251500,
,P81,,,,,
,P82,,,,,
,P83,,,,,
,P84,,,,,
,P85,,,,,
,P86,,,,,
,P87,,,,,
,P88,,,,,
,P89,,,,,
,P90,,,,,
,P91,,,,,
,P92,,,,,
,P93,,,,,
,P94,,,,,
,P95,,,,,
,P96,,,,,
,P97,,,,,
,P98,,,,,
,P99,,,,,
,P100,,,,,
,P101,,,,,
,P102,,,,,
,P103,,,,,
,P104,,,,,
,P105,,,,,
,P106,,,,,
,P107,,,,,
,P108,,,,,
,P109,,,,,
,P110,,,,,
,P111,,,,,
,P112,,,,,
,P113,,,,,
,P114,,,,,
